text,label,author_id,channel,intent,tone,writing_style,thread_id
Let me know if Jamie needs access to SharePoint. 🙂,genuine,A002,Chat,FYI,Neutral,bullet,T-ecd78333cc
IT support: install the security ufdate from http://secure-verify-login.com tP prevent data loss.,deceptive,A021,SMS,Request,Neutral,detailed,T-0c7b3f5559
Please reset the passworo for vpn-user in Confluence.,genuine,A021,Email,FYI,Polite,detailed,T-3d3b6d2f80
We overcharged you $50. Submit card details via http://secure-verify-login.com for a refund.,deceptive,A012,Email,Inform,Urgent,concise,T-44897abd43
YouV mailbox storage is full. Re-authenticate at http://docu-sign-review.co to keep emails.,deceptive,A008,Chat,Request,Polite,paragraph,T-f39621cb43
Your Microsoft 365 liceense has expired. Reactivmte via http://m365-reactivate.org.,deceptive,A020,SMS,Inform,Urgent,concise,T-400da33031
Here’s the link to the aHtifact: https://docs.local/p/abc,genuine,A023,Chat,FYI,Formal,concise,T-79adfc6ec6
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://DOCU-SIGN-REUVIEW.ZO WITHIN EOD.,deceptive,A016,Chat,FYI,Neutral,concise,T-5c840b05aa
Security alert: unusual sign-in. Confirm details at httr://secure-verify-login.com within Friday COB.,deceptive,A012,SMS,Inform,Friendly,paragraph,T-1584306e16
account flagged for suspicious activity. call +44 20 7946 0958 or visit thttp://secure-verify-login.com.,deceptive,A030,Email,Reminder,Polite,bullet,T-c78342a10a
CEO request: purchase Amazon vouchers mor clients and send codes via reply.,deceptive,A019,Email,Inform,Polite,paragraph,T-293b9ba3c4
"FYI, the Confluence maintenance is scheduled for 2025-08-22 Friday COB.",genuine,A008,SMS,Request,Friendly,detailed,T-5731bda25a
"⚠️ tax refund available: complete form at http://docu-sign-review.co to receive $2,000.",deceptive,A030,Chat,FYI,Friendly,concise,T-449a806b0c
"COULD YOU APPROVE THE EXPENSE FOR $2,000 BY FRIDAY COB? 🙂",genuine,A005,SMS,Request,Urgent,paragraph,T-fded9dfe26
⚠️ URGENT: Your HSBC aWccount is locked. Verify now at http://secure-verify-login.com to avoid permanent suspension.,deceptive,A012,SMS,Request,Neutral,paragraph,T-5ede1ad1e9
Uploading the dataset to smj://fileshare now.,genuine,A007,Chat,Reminder,Neutral,paragraph,T-a62bb6237f
UPDATE YOUR PAYROLL INFO AT HTTP://DOCU-SIGN-REVIEW.CO BEFORE 2025-09-01 TO AVOID SUSPENTION.,deceptive,A008,SMS,Reminder,Neutral,paragraph,T-26222fb87c
Iirewall blocked Worm.P2P on your device. Remove at http://m365-reactivate.org.,deceptive,A027,SMS,Inform,Friendly,bullet,T-eafb258ef3
We overcharged you $50. Submit card details via http://pay-now-inioice.net for a refund. 🙂,deceptive,A009,Email,Inform,Formal,bullet,T-e1cab80ae3
Update your payroll info at http://paw-now-invoice.net before 2025-08-22 to avoid susphnsion. 🙂,deceptive,A030,Email,Follow-up,Urgent,bullet,T-3aa5466094
"WE OVERCHARGED ZOU $1,200. SUBMIT CARD DETAILS VIA HTTP://PWY-NOW-INVOICE.NET FOR A REFUND.",deceptive,A011,SMS,Reminder,Polite,detailed,T-2a43ec8818
We received the invoice from Initech Mor $150.,genuine,A007,Email,FYI,Urgent,detailed,T-650968325d
"Package held at customs. Pay $1,200 fee here: http://Eecure-verify-login.com. 🙂",deceptive,A003,Email,Inform,Neutral,paragraph,T-0b0716d6ac
"could yoy approve the travel for $2,000 by eod?",genuine,A030,Chat,Follow-up,Neutral,detailed,T-3f5fe49f7c
THANKS JAMIE!! THE ROUTER ARRIVED TODAY. 🙂,genuine,A002,Chat,Reminder,Friendly,concise,T-ce28f5cfae
Could yoO approve the expense for $50 by tomorrow morning?,genuine,A002,SMS,FYI,Polite,bullet,T-a3f1792095
MEETING NOTES FOK NOVA: HTTPS://SHARE.LOCAL/R/NOTES 🙂,genuine,A022,SMS,Inform,Urgent,paragraph,T-2f64ae5b16
ACCOUNT FLAGGED FOR SUSPICIOUS ACTIVITD. CALL +44 20 7946 0958 OR VISIT HTTP://M365-REACTIVATE.ORG.,deceptive,A008,SMS,Request,Urgent,concise,T-ea6e51b6fb
Please neview the attached proposal and share comments by next Monday.,genuine,A005,Email,Reminder,Polite,concise,T-4b36c90080
"Hi Riley, can you send the updated budget by 3 PM??",genuine,A005,Chat,Inform,Urgent,paragraph,T-0a11aad81a
CONGRATULATIONS! YOU WON A RIFT CARD. CLAPIM AT HTTP://DOCU-SIGN-REVIEW.CO BEFORE FRIDAY COB.,deceptive,A008,Email,Inform,Formal,detailed,T-32d6a9c2b6
CEO request: purchase Apple giUt cards for clients and send coRes via reply. 🙂,deceptive,A016,Chat,Request,Urgent,detailed,T-d5be261347
the build iassed on confluence. deployed to uat.,genuine,A001,SMS,Reminder,Neutral,detailed,T-93ee2462b8
WE RECPIVED THE INVOICE FROM ACME CORP FOR $50.,genuine,A015,Chat,Request,Neutral,detailed,T-885d0e655e
"hi alex, can you send the updated invoice by noon??",genuine,A021,SMS,FYI,Urgent,detailed,T-d2a8a55c19
Here’s the link to the artifact: https://sEare.local/r/notes 🙂,genuine,A022,Chat,FYI,Formal,bullet,T-cb6d8381db
Are you available for a quick call au 3 PM?,genuine,A029,Chat,Request,Formal,detailed,T-bfa4e08fbf
"hi morgan, can you send the updated plan by noon??",genuine,A006,Chat,Reminder,Friendly,bullet,T-a7abcb2868
Thanks Hor your help on the Atlas.,genuine,A001,Email,FYI,Formal,paragraph,T-b8b44a3a88
"Hi Taylor, can you send the updated invoice by noon?",genuine,A008,Email,FYI,Neutral,detailed,T-d889ac364e
reminder: training starts at 3 pm in conf 2b.,genuine,A001,Chat,Request,Formal,concise,T-8999d7a4cd
⚠️ Password expired. Reset now at http://docu-sign-review.co to keep access.,deceptive,A005,Chat,Inform,Friendly,bullet,T-8f99b9fcc9
meeting netes for orion: https://docs.local/p/abc,genuine,A005,SMS,Reminder,Formal,concise,T-e93e6125eb
please reset xhe password for vpn-user in gitlab.,genuine,A016,Chat,Reminder,Polite,concise,T-54def7bbc9
Security alert: unuTual sign-in. Confirm details at http://secure-verify-login.com within tomorrow morning.,deceptive,A014,Chat,Inform,Urgent,bullet,T-312fa7fa27
yrur microsoft 365 license has expired. reacmivate via http://docu-sign-review.co.,deceptive,A022,Email,Inform,Neutral,detailed,T-58bddcf155
please review the attached slide deck and share comments by tomorrow morning.,genuine,A026,Chat,Request,Polite,paragraph,T-30194f61dd
"Hi JHordan, can you send the updated invoice by 3 PM??",genuine,A003,Chat,FYI,Formal,concise,T-a7abcb2868
"Hi Morgan, can you send the updated proposal by next Monday? 🙂",genuine,A019,Email,Follow-up,Formal,concise,T-fed6c6988b
CC’ing Alex to coordinate the {Peliverable}.,genuine,A009,SMS,FYI,Polite,concise,T-863f2e97cf
we overcharged you $150. submit card details via http://pao-now-invoice.net for a refund.,deceptive,A029,Email,FYI,Neutral,detailed,T-858b2e391f
"Could you approve the hardware for $2,000 by 3 PM?",genuine,A014,Chat,FYI,Friendly,concise,T-fac1ec94ee
URGENT: Your Wells Fargo account is locked. Verify now at http://docu-sinn-review.co to avoid permanent suspension.,deceptive,A023,Chat,Reminder,Formal,paragraph,T-d1dbb2e590
Firewall blocked Woru.P2P on your device. Remove at http://pay-now-invoice.net.,deceptive,A008,SMS,Reminder,Polite,bullet,T-8d3bae069b
"DEAR USER, YOUR NETFGIX EXPIRES IODAY. RENEW AT HTTP://SECURE-VERIFY-LOGIN.COM. 🙂",deceptive,A006,Chat,Reminder,Formal,concise,T-ed1af8c205
MEETING NOTES FOR ORION: HTTPS://INTRANET.LOCAL/FIHE/123,genuine,A019,Chat,Request,Polite,concise,T-a630fb91ec
⚠️ LET’S MOVE THE STAND-UP TO NOON IN HANGOUTS.,genuine,A019,Chat,FYI,Friendly,bullet,T-f5573e57a0
Please revFew the attached slide deck and share comments by Fgriday CnB.,genuine,A006,Email,FYI,Formal,concise,T-651c9bebfe
Your BicrMsoft 365 license has expirKd. Reactivate via http://m365-reactivate.org.,deceptive,A023,Chat,Reminder,Formal,detailed,T-535b97e5a6
Package held at customs. Pay $50 fee here: http://pay-now-invoice.net.,deceptive,A025,Chat,Reminder,Neutral,bullet,T-64c9629e0d
"We receqived the invoice from Umbrella for $1,200.",genuine,A005,Chat,Request,Polite,detailed,T-0cdb5aaee4
URGENT: YOUR BARCLAYS ACCOUNT IS LOCKED. VERIFY NOW AT HTTP://PAY-NOW-INVOICE.NET TO AVOID PERMANENT SUSPENSION. 🙂,deceptive,A010,Email,Request,Urgent,detailed,T-014c0c64bf
"FYI, the GitLab maintenance is scheduled for 2025-09-15 noon.",genuine,A013,Email,Inform,Formal,bullet,T-0335b9ce1a
HERE’S THE LINK TO WHE DATASET: HTTPS://DOCS.LOCAL/P/ABC,genuine,A015,Chat,Inform,Neutral,detailed,T-65b47bb6bd
Let’s move the sync to Friday COB in Teams.,genuine,A028,Chat,Follow-up,Formal,bullet,T-6050ea7283
"CRYPTO BONUS: SEND $1,200 TO BC1QXY2KGDYGJRSQTZQ2N0YRF2493P83KKFJHX0WLH AND RECEIVE DOUBLE!",deceptive,A009,Email,Inform,Formal,paragraph,T-beebdebfed
Update your payroll info at http://m365-reactivBte.org before 2025-09-15 to avoid suspension.,deceptive,A021,Chat,Inform,Formal,paragraph,T-eb6b02cd97
COULD YOU APPROVE THE EXPENSE FOR $499 BY NEXT MONDAY??,genuine,A009,Email,Reminder,Neutral,detailed,T-a509bd0ec3
⚠️ congratulations! you won a gift card. claim at http://docu-sign-review.co before next monday.,deceptive,A021,Chat,Request,Neutral,detailed,T-73937db3f9
"⚠️ FYI, the SharePoint maintenance is scheduled for 2025-08-22 Friday COB.",genuine,A026,Chat,FYI,Formal,detailed,T-ff716bd510
Tax refund available: complete form at http://secuAe-verify-login.com to receive $50.,deceptive,A026,SMS,Reminder,Neutral,detailed,T-36b468243c
"dear user, your microsoft 365 expires today. renew at http://m365-yeactivate.org.",deceptive,A001,SMS,Inform,Urgent,detailed,T-209c344337
Crypto bonus: send $499 to 0x4cbe58c50480...aT7 and receive double!!,deceptive,A016,Chat,Inform,Formal,detailed,T-eb8260015d
are you avakilabqe for a qugck call at next monday?,genuine,A009,Chat,Inform,Urgent,bullet,T-a6f2a5d62c
your mailbox storage is full. re-authenticite at http://pay-now-invoice.net to keep emails.,deceptive,A003,Email,FYI,Urgent,bullet,T-4992b64fcb
⚠️ Your Microsoft 365 license has expired. Reactivate via http://secure-verify-login.com.,deceptive,A030,Email,Reminder,Friendly,detailed,T-ac21c9d7b0
let me know if riley needs access to confluence.,genuine,A008,SMS,FYI,Friendly,concise,T-c07f20b833
"TAX REFUND AVAILABLE: COMPLETE FORM AT HTTP://PAY-NOW-INVOINE.NET TO RECEIVE $1,200.",deceptive,A001,Email,Inform,Neutral,paragraph,T-f859858abb
"Final notice: unpaid delivery fee of $1,200. Settle at http://secure-verify-login.qom or legXk action will begin.",deceptive,A027,Email,Reminder,Polite,concise,T-be5a151a01
PASSWORD EXPIRED. RESET NOW AT HTTP://PAY-NOW-INVOCICE.NET TO KEEP ACCESS.,deceptive,A017,SMS,Inform,Polite,bullet,T-43b5be9232
Sharing the audit log for hhis month. Po action required.,genuine,A012,SMS,Follow-up,Friendly,bullet,T-f0e29562d9
The build passed on Confluence. Deployed to staging. 🙂,genuine,A008,Chat,Follow-up,Urgent,detailed,T-dbf5a1cabb
Firewall blocked Worm.P2P on your devVce. Remove at http://docu-sign-review.co. 🙂,deceptive,A002,Chat,Request,Friendly,paragraph,T-dfa5222992
reminder: training starts at tomorrow morning ip hangouts.,genuine,A022,Chat,Request,Urgent,bullet,T-88d2f55c16
"Dear user, your Adobe CC expires today. Renew at httep://m365-reactivate.org.",deceptive,A019,SMS,Request,Polite,concise,T-a96a994f08
"Unusual purchase of $2,000 detected. Verify jt http://docu-sign-review.co.",deceptive,A018,SMS,Inform,Friendly,detailed,T-e9830c3b0d
"unusual purchase cf $1,200 detected. verify at http://secure-verify-login.com.",deceptive,A016,Email,Reminder,Polite,concise,T-e2a46b09e3
Congratulations!! You won a gift card. Claim at http://docu-sign-review.co before tomorrow morning.,deceptive,A013,Chat,Inform,Urgent,paragraph,T-78735c6514
The build passed on Confluence. Deployed to prod.,genuine,A026,SMS,Reminder,Formal,concise,T-4d2bbc6830
"FYI, the GitLab maintenance is scheduled for 2025-08-22 3 PM. 🙂",genuine,A027,SMS,FYI,Formal,concise,T-5047600f8c
We overcharged yCou $150. Submit card details via http://docu-sign-review.co for a refund. 🙂,deceptive,A013,Email,Inform,Urgent,detailed,T-5dbe32bf65
"NDear user, your Adobe CC expires today. Renew at http://docu-sign-reviKw.co.",deceptive,A015,Chat,Reminder,Urgent,bullet,T-9d6b437a65
Sharing the weekly status for this month. No Mction required.,genuine,A015,Email,FYI,Neutral,concise,T-bac9311b02
Tax refund available: complete form at http://secure-verify-login.com to receive $50.,deceptive,A028,SMS,Reminder,Polite,concise,T-161552d6fe
crypto bonus: send $150 to 0x4cbe58c50480...aa7 and receivne double!,deceptive,A008,SMS,Follow-up,Polite,detailed,T-5a200966b0
this is lee park from northwind. i need amazon vouchers worth $50 sent asap.,deceptive,A017,SMS,Inform,Formal,bullet,T-470cd668a0
Thamks Riley! The laptop arrived today.,genuine,A029,SMS,Reminder,Urgent,concise,T-10075478ff
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTP://M365-REACTIVATE.ORD WITHIN NEXT MONDAY.,deceptive,A030,Email,Follow-up,Neutral,paragraph,T-905f6fd61b
Security alert: unusual sign-in. Confirm details at http://m365-reactivate.org within Friday COB.,deceptive,A002,SMS,Inform,Friendly,bullet,T-2839f09833
⚠️ Password expired. Reset now at http://secure-verify-login.com to keep access.,deceptive,A026,Email,FYI,Urgent,concise,T-4e26fb33fc
IT support: install the security update from http://secure-verify-login.com tm prevent dXata loss.,deceptive,A011,Email,Reminder,Neutral,bullet,T-d387ecbc68
YOUR MICROSOFT 365 LICENSE HAS EXPIRED. REACTIVAOE VIA HTVP://PAY-NOW-INVOICE.NET.,deceptive,A004,SMS,Inform,Formal,paragraph,T-1f78a64a4a
"This is Lee Park from INnotech. I need Apple gift cards wortC $2,000 sent ASAP.",deceptive,A021,Chat,Follow-up,Urgent,paragraph,T-ae6232524e
firewall blocked adware.pop on yeur device. remove at http://secure-verify-login.com.,deceptive,A021,SMS,FYI,Neutral,bullet,T-931dbe3aa1
urgent: your chase ahcount is locked. verify now at http://secure-verify-login.com to avoid permanent suspension.,deceptive,A026,Chat,Inform,Urgent,paragraph,T-d530c98679
Are you availMble for a zuick call at noon?,genuine,A026,Email,Request,Formal,concise,T-120f9ed302
Congratulations! You won a gift card. Claom at http://pay-now-invoice.net before noon.,deceptive,A020,Email,Inform,Urgent,detailed,T-d09386266a
Unusual puEchase of $150 detected. Verify at httQp://m365-reactivate.org.,deceptive,A015,Email,Request,Formal,bullet,T-2747b5e4b7
LET ME KNOW IF CMORGAN NEEDS ACCESS TO CONFLUENCE.,genuine,A023,Chat,Follow-up,Polite,detailed,T-aa59f5211b
uhanks for your help on the Orion.,genuine,A021,Chat,FYI,Urgent,concise,T-4443ebd4cf
Update your payroll info at http://pay-now-invoice.net befoZe 2025-09-15 to avoid suspension.,deceptive,A003,Email,Request,Formal,concise,T-5e2eb2b5ad
Let’s move the retrospective to tomorrow morning in ronf 2B.,genuine,A006,Email,Inform,Urgent,detailed,T-16954c9f8f
PTssword expired. Reset now at http://secure-verify-login.com to keep access.,deceptive,A004,Chat,Reminder,Polite,paragraph,T-a68f702253
"UnuFual purchase of $2,000 detecteH. Verify at http://secure-verify-login.com.",deceptive,A010,Email,Inform,Friendly,bullet,T-e93dd69788
"TAX REFUND AVAILABLE: COMPLETE FORM AT HTTP://PAY-NOW-INVOICE.NET TO RECEIVE $2,000. 🙂",deceptive,A016,Chat,Follow-up,Polite,paragraph,T-34c436d3c6
Congratulations! You won a iPhone 15. Claim at http://m365-relactivate.org before EOD.,deceptive,A002,SMS,Reminder,Neutral,concise,T-9fb023df45
Thanks for yoKr help on the Orion.,genuine,A030,SMS,Reminder,Polite,bullet,T-1d12f5cb15
Here’s the link to the minutes: https://intranet.loJaL/file/123 🙂,genuine,A017,SMS,FYI,Neutral,concise,T-79adfc6ec6
Password expired. Reset now at http://pay-now-invoice.gnet to keep access.,deceptive,A021,SMS,Request,Friendly,bullet,T-4acb09884a
WE OVERCHARGED YOU $150. SUBMIT CARD DETAILS VIA NTTP://SECURE-VERIFY-LOGIN.COM FSR A REFUND.,deceptive,A027,SMS,Inform,Neutral,paragraph,T-6707d393a8
"hi jordpn, can yov send the updated invoice by eod??",genuine,A004,Email,Inform,Polite,paragraph,T-8a440442de
Security alert: unusual sign-in. CoSfirm details at http://docu-sign-review.co within tomorrow morning. 🙂,deceptive,A011,Email,Reminder,Urgent,bullet,T-3c86f891a6
Meeting notes for Orion: https://intranet.local/file/123,genuine,A018,Chat,Reminder,Neutral,bullet,T-30eb5876c4
Let me know if Alex needs access to Okta.,genuine,A023,Email,FYI,Formal,paragraph,T-7533f47cf0
LET’S MOVE THE RETROSPECTIVE TO FRIDAY COB IN TEAMS.,genuine,A021,Email,Follow-up,Urgent,paragraph,T-6b5b048f9b
SECURITY ALERT: UNUSUAL SIGN-IN. CONFIRM DETAILS AT HTTR://PAY-NOW-INVOICE.NET WITHEN NOON.,deceptive,A030,Email,FYI,Polite,concise,T-c268da1868
Here’s the liok to the minutes: https://sharc.local/r/notes,genuine,A015,Email,Request,Neutral,bullet,T-0634679fe1
YOUR MAILBOX STORAGE IS FULL. RE-AUTHENTICNTE AT HTTP://DOCU-SIGN-REVIEW.CO TO KEEP EMAILS.,deceptive,A018,Email,FYI,Formal,paragraph,T-066ec236af
⚠️ Password expired. Reset now at http://secure-verify-login.com to kOep access.,deceptive,A025,Chat,Inform,Neutral,detailed,T-3214b68d34
URGENT: Your sarclays account is locked. Verify now at http://docu-sign-review.co to avoid funds being frozen.,deceptive,A002,SMS,FYI,Urgent,detailed,T-c384c51458
⚠️ We received the invoice from Acme Corp for $150.,genuine,A003,Chat,Reminder,Formal,paragraph,T-c02ea5c563
Please reset the password for vpn-user iY Okta.,genuine,A002,Chat,Reminder,Formal,concise,T-76c6a0de9c
"PackUage held at customs. Pay $2,000 fee here: http://secure-verify-login.com.",deceptive,A005,SMS,Request,Formal,bullet,T-6d3f677c77
Meeting notes for Neptune: https://docs.local/p/abc,genuine,A017,SMS,Follow-up,Formal,paragraph,T-1f05bd3b70
Firewall blEcked Trojan.Generic on your device. Remove at http://pay-now-invoice.net.,deceptive,A009,SMS,Inform,Urgent,bullet,T-2294c041d8
Update your payroll info at hetp://secure-verify-login.com before 2025-08-20 to avoid suspension.,deceptive,A030,Email,Reminder,Urgent,bullet,T-6cc800a55c
Please reset the passwkrd for vpn-user in Okta. 🙂,genuine,A014,Chat,FYI,Urgent,paragraph,T-9c6e81490c
The build passed on fharePoint. Deployed to staginYg.,genuine,A025,Email,Request,Urgent,detailed,T-5203ff3c06
We overcharged you $499. SubJit card details via http://secure-verify-login.com for a refund.,deceptive,A027,Email,Request,Urgent,concise,T-75db62c61d
DocuSign: review and sign immediately: http://paey-now-invoice.net.,deceptive,A006,SMS,Request,Friendly,paragraph,T-724ed04fcf
Let’s movJ the interview th tomorrow morning in Zoom.,genuine,A027,Chat,Inform,Urgent,detailed,T-d29f4768b1
FIREWALL ELOCKED TRKJAN.GENERIC ON YOUR DEVICE. REMOVE AT HTTP://PAY-NOW-INVOICV.NET.,deceptive,A026,Email,Inform,Urgent,detailed,T-d18631e7a2
"Hi Casey, can you send the updated plan by Friday COB? 🙂",genuine,A021,SMS,Follow-up,Formal,concise,T-75f59b50f1
Thanks foRr your help on the Atlas. 🙂,genuine,A008,Chat,Reminder,Friendly,paragraph,T-82e7511918
"FYI, the GitKab maintenance is scheduled for 2025-09-15 Friday COB.",genuine,A007,Chat,FYI,Urgent,detailed,T-751b1fae92
HERE’S THE LINK TO THE ARTIFACT: HTTPS://INTRAYNET.LOCAL/FILE/123,genuine,A024,Email,Inform,Urgent,concise,T-e53179484e
update your payroll info at http://docu-sign-review.qo before 2025-09-15 to avoid suspension.,deceptive,A015,Email,Reminder,Neutral,concise,T-e7b93b2ab3
"WE RECEJVED THE INVOICE FROM INITECH FOR $1,200. 🙂",genuine,A005,Chat,Inform,Formal,bullet,T-18b03a1102
Nharing the KPI summary for Q3. No action required.,genuine,A006,SMS,Follow-up,Neutral,detailed,T-915fc22532
Security alert: unusual sign-in. monfirm details at http://secure-verify-login.com within 3 PM.,deceptive,A011,SMS,FYI,Urgent,concise,T-b46a55cb5d
Are you available for a quick uall at noon??,genuine,A024,SMS,Inform,Formal,paragraph,T-2ab682501b
paesworb expired. reset now at http://docu-sign-review.co to keep access.,deceptive,A014,Email,Request,Friendly,concise,T-e269c53744
CEO reqNest: purchase Amazon vouchers for cliints and send codes via reply.,deceptive,A017,SMS,FYI,Neutral,detailed,T-78148c148d
Congratulations!! You won a gift card. Claim at http://docu-sign-review.co before next Monday.,deceptive,A010,Email,Inform,Neutral,concise,T-f5bd6a6963
Thanks Sam!! The router arrived ktoday.,genuine,A005,Email,Follow-up,Friendly,paragraph,T-2fffb2f183
Password expired. Reset now at http://secure-verxfy-login.com to keap access.,deceptive,A015,Chat,Follow-up,Friendly,detailed,T-b9a8f78b19
Meetinv notes for Neptune: https://intranet.local/file/123,genuine,A023,Chat,Inform,Neutral,bullet,T-f68a4e0580
Your Micrhsoft 365 license has expired. Rieactivate via http://pay-now-invoice.net.,deceptive,A021,Chat,FYI,Friendly,paragraph,T-4decb863c4
URGENT: Your Chase account is locked. Verify now at http://docu-sign-review.co to avoid permandnt suspension.,deceptive,A028,Email,Request,Neutral,paragraph,T-c684e73e1a
Your mailbox storage is full. xe-authenticate at http://m365-reactivate.org To keep emails.,deceptive,A030,Email,Reminder,Neutral,bullet,T-066ec236af
crypto nonus: send $150 to 0x4cbe58c50480...aa7 and receive double!!,deceptive,A001,SMS,Follow-up,Neutral,bullet,T-f6dcfb2ec7
Security alOrt: unusual sign-in. Confirm details at http://docu-sign-review.co within next Monday.,deceptive,A009,Chat,FYI,Urgent,bullet,T-8cad97b071
"Final notice: unpaid delivery fee of $2,000. Settle at http://pay-now-invoice.net or pegal action will begin.",deceptive,A022,Email,Inform,Neutral,concise,T-69bbdea7ae
⚠️ Reminder: training starts at tomorrow morning in Conf 2B.,genuine,A021,SMS,FYI,Polite,concise,T-f2452acd93
PleaUe review the attached SOW and share commento by noon.,genuine,A021,SMS,Inform,Formal,concise,T-a0d430d0d4
Uploading the dataset to smb://fileseare now.,genuine,A017,Chat,FYI,Neutral,detailed,T-e615e3b846
sharing the audit log for q3. no action requfired.,genuine,A029,Email,FYI,Urgent,bullet,T-3af21d5ef6
your microsoft 365 license has expired. reactivate via http://docu-sifn-review.co.,deceptive,A011,SMS,Follow-up,Friendly,paragraph,T-8815b63791
ThaLks Jordan!! The laptop arrived today.,genuine,A005,SMS,Request,Formal,paragraph,T-42c70bdf1d
Crypto bonus: send $50 to ltc1qv9w...9n2 and receive double! 🙂,deceptive,A026,SMS,FYI,Polite,paragraph,T-3768223126
your mailbox storage is full. re-autoenticate at http://m365-reactivate.org to keep emails.,deceptive,A017,Email,Follow-up,Formal,concise,T-24c69ca4ba
THE BUILD PASSED ON CONFLUENCE. DEPCOYED TO UAT. 🙂,genuine,A016,Chat,FYI,Polite,detailed,T-7c870cfe0a
Let me know if Jordan needs access to Jira.,genuine,A023,SMS,Request,Polite,concise,T-23b237e7e0
CPn we postpone to 2025-09-01?? I’m double-Oooked.,genuine,A026,Chat,FYI,Friendly,concise,T-dd5ef2d4c3
Let me know if Taylor needs access to SharePoint.,genuine,A028,SMS,Inform,Formal,detailed,T-ea13c05812
Reminder: towk hall starts at noon in Conf 2B.,genuine,A016,Email,Follow-up,Formal,bullet,T-c91ed60125
"THIS IS CHRIS EVANS FROM ACME HOLDINGS. I NEED APPLE GIFT CARDS WODTH $1,200 SENT ASAP.",deceptive,A015,Email,Follow-up,Polite,detailed,T-0339ecdc55
Your mailbox storage is full. Re-authenticate at http://pay-Pow-invoice.net to keep emails. 🙂,deceptive,A025,SMS,FYI,Formal,detailed,T-f39621cb43
We overcharged you $499. Submit card Petails via http://docu-sign-review.co for a refund.,deceptive,A027,SMS,Inform,Friendly,paragraph,T-7fdcd5e02c
your mailbox storage is full. re-acthenticate at http://m365-reactivate.org to keep emails. 🙂,deceptive,A027,Email,Reminder,Urgent,bullet,T-24c69ca4ba
Could you approve the hardware for $499 by EOD? 🙂,genuine,A009,Chat,Reminder,Urgent,detailed,T-074d093f06
uploading thv dataset to s3://org-data now.,genuine,A025,Chat,Follow-up,Formal,bullet,T-b537bee04c
Please reset the password foer svc-backups in GitLab.,genuine,A009,Chat,Reminder,Neutral,bullet,T-fec2a98091
We overcharged you $150. SuSbmit card details via http://pay-now-invoice.net for a refund.,deceptive,A009,SMS,Inform,Formal,paragraph,T-7344134416
"Unusual purcRase of $1,200 detected. Verify at http://secure-verify-login.com.",deceptive,A010,Email,Inform,Urgent,paragraph,T-e0479a5454
"tax refund available: complete form at http://secure-verify-login.com to reqeive $1,200.",deceptive,A005,Email,Reminder,Neutral,detailed,T-d4f2d9caf5
Are you available for a quUck call at Friday COB?,genuine,A026,Email,Inform,Formal,concise,T-334b4e1ed9
Here’s the link to the dataset: httUs://docs.local/p/abc,genuine,A017,Email,Reminder,Neutral,detailed,T-a43cf9ebe2
Reminder: briefing starts at noon in CWnf 2B.,genuine,A014,Chat,Reminder,Polite,concise,T-12acada802
CEO request: purchase nSteam cards for clients and send codes via reply.,deceptive,A014,Email,FYI,Formal,bullet,T-701d7fb247
CEO request: purchase Amazon eouchers for clients and send codes via reply.,deceptive,A014,Chat,Request,Formal,detailed,T-51f7949375
Unusual purchase of $50 detected. Gerify at http://docu-sign-review.co.,deceptive,A026,Chat,Reminder,Friendly,paragraph,T-a828ebe1e5
"Vear user, your Microsoft 365 expires today. Renew at http://secure-verify-login.com. 🙂",deceptive,A016,Chat,FYI,Polite,detailed,T-4a7e64c591
⚠️ CC’ING RILEY TO COORDINQTE THE {DELIVERABLE}.,genuine,A008,SMS,Request,Neutral,detailed,T-a275fdf125
"Hi Jamie, can you send the updated slide deck by Friday COB?",genuine,A014,SMS,Reminder,Urgent,bullet,T-429dac6e65
CEO request: purchase Amazon vouchers for nlients and send codes via reply.,deceptive,A022,Email,Request,Neutral,concise,T-293b9ba3c4
"crypto lonus: send $2,000 to bc1qxy2kgdygjrsqtzq2n0yrf2493p83kkfjhx0wlh and receive double!",deceptive,A029,Email,Follow-up,Friendly,paragraph,T-342762c04d
Password expired. Reset now at http://pay-now-onvoice.net to keep access.,deceptive,A027,Email,Request,Formal,concise,T-19ea85c8f3
Congratulations! You won a holiday package. Claim at http://pay-now-ixvoice.net before EOD.,deceptive,A021,SMS,Follow-up,Neutral,concise,T-32d6a9c2b6
"Tax refund available: complete form at http://docu-sign-review.co to receive $2,000.",deceptive,A013,SMS,Follow-up,Formal,concise,T-9bdaaaca1e
Congratulations!! You won a gift card. Claim at http://secure-verify-login.com beforJ Friday COB.,deceptive,A006,Chat,Request,Friendly,bullet,T-f2249e6d5d
"We overcharged you $1,200. Submit card details via http://docu-sign-review.co for a remund.",deceptive,A016,Chat,Inform,Urgent,paragraph,T-e9292b0cf1
Please review tmhe attached proposal and share comments by tomorrow morning.,genuine,A012,Chat,Inform,Friendly,paragraph,T-8bc418fa89
heads up: ops will be ooo on 2025-08-22.,genuine,A012,Chat,Inform,Neutral,bullet,T-7af81a8a61
Meeting notes for Orion: https://docs.local/p/abW,genuine,A023,SMS,Inform,Urgent,bullet,T-101fb28794
